"SYS-TIME","ORDER-TIME","USER","ORDER COMMENTS","CUSTOMER NAME","ORDER ID","PRODUCT NAME","QUANTITY","UNIT","PRODUCT RATE","ORDER AMOUNT","SOURCE","APPROVED BY MANAGER: Y/N/R","MANAGER COMMENTS","ORDER DISPATCHED: Y/N","DISPATCH COMMENTS","DISPATCH TIME","order_line_id","order_created_at_iso","customer_code_snapshot","product_code_snapshot","product_group_snapshot","source_channel_norm","approval_status_norm","dispatch_status_norm","approval_at_iso","dispatch_at_iso","last_status_at_iso","promised_dispatch_date_iso","due_date_iso","invoice_no","invoice_date_iso","invoice_amount","cancelled_at_iso","cancel_reason_code"
"22/05/2025 09:30 AM","22/05/2025 09:28 AM","User","Flipkart: Bulk smartphone order for sale event","Flipkart Sellers Pvt Ltd","2025-2026_00077","Google Pixel 8 Pro","3","Unit","106999","320,997.00","Phone ","Y","Smartphone sale order","Y","Flipkart FBA 1234","22/05/2025 11:45 AM","2025-2026_00077_02_PSM003","2025-05-22T04:00:00.000Z","100104","PSM003","Smartphones","Phone","approved_waiting_dispatch","dispatched","2025-05-22T04:00:00.000Z","2025-05-22T06:15:00.000Z","2025-05-22T06:15:00.000Z","","","","","","",""
"22/05/2025 09:30 AM","22/05/2025 09:28 AM","User","Flipkart: Bulk smartphone order for sale event","Flipkart Sellers Pvt Ltd","2025-2026_00077","OnePlus 12","4","Unit","69999","279996","Phone ","Y","Smartphone sale order","Y","Flipkart FBA 1234","22/05/2025 11:45 AM","2025-2026_00077_03_PSM004","2025-05-22T04:00:00.000Z","100104","PSM004","Smartphones","Phone","approved_waiting_dispatch","dispatched","2025-05-22T04:00:00.000Z","2025-05-22T06:15:00.000Z","2025-05-22T06:15:00.000Z","","","","","","",""
"22/05/2025 01:45 PM","22/05/2025 01:43 PM","Manager","Amazon: Audio accessories bundle order","Amazon India Enterprises","2025-2026_00078","Sony WH-1000XM6 Headphones","10","Unit","29999","299990","Phone ","Y","Audio bulk approved","Y","Amazon FBA 5678","22/05/2025 04:20 PM","2025-2026_00078_01_PHD001","2025-05-22T08:15:00.000Z","100105","PHD001","Headphones","Phone","approved_waiting_dispatch","dispatched","2025-05-22T08:15:00.000Z","2025-05-22T10:50:00.000Z","2025-05-22T10:50:00.000Z","","","","","","",""
"22/05/2025 01:45 PM","22/05/2025 01:43 PM","Manager","Amazon: Audio accessories bundle order","Amazon India Enterprises","2025-2026_00078","Bose QuietComfort Ultra","8","Unit","32999","263,992.00","Phone ","Y","Audio bulk approved","Y","Amazon FBA 5678","22/05/2025 04:20 PM","2025-2026_00078_02_PHD002","2025-05-22T08:15:00.000Z","100105","PHD002","Headphones","Phone","approved_waiting_dispatch","dispatched","2025-05-22T08:15:00.000Z","2025-05-22T10:50:00.000Z","2025-05-22T10:50:00.000Z","","","","","","",""
"22/05/2025 01:45 PM","22/05/2025 01:43 PM","Manager","Amazon: Audio accessories bundle order","Amazon India Enterprises","2025-2026_00078","JBL Flip 6","15","Unit","8999","134985","Phone ","Y","Audio bulk approved","Y","Amazon FBA 5678","22/05/2025 04:20 PM","2025-2026_00078_03_PSK001","2025-05-22T08:15:00.000Z","100105","PSK001","Speakers","Phone","approved_waiting_dispatch","dispatched","2025-05-22T08:15:00.000Z","2025-05-22T10:50:00.000Z","2025-05-22T10:50:00.000Z","","","","","","",""
"22/05/2025 01:45 PM","22/05/2025 01:43 PM","Manager","Amazon: Audio accessories bundle order","Amazon India Enterprises","2025-2026_00078","Marshall Emberton II","12","Unit","11999","143988","Phone ","Y","Audio bulk approved","Y","Amazon FBA 5678","22/05/2025 04:20 PM","2025-2026_00078_04_PSK002","2025-05-22T08:15:00.000Z","100105","PSK002","Speakers","Phone","approved_waiting_dispatch","dispatched","2025-05-22T08:15:00.000Z","2025-05-22T10:50:00.000Z","2025-05-22T10:50:00.000Z","","","","","","",""
"22/05/2025 04:15 PM","22/05/2025 04:13 PM","User","Tata CLiQ: Premium Apple ecosystem package","Tata CLiQ Electronics","2025-2026_00079","MacBook Air M3","2","Unit","114999","229998","WhatsApp","Y","Apple package approved","Y","Tata DO 9876","23/05/2025 10:30 AM","2025-2026_00079_01_PLT002","2025-05-22T10:45:00.000Z","100106","PLT002","Laptops","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-22T10:45:00.000Z","2025-05-23T05:00:00.000Z","2025-05-23T05:00:00.000Z","","","","","","",""
"22/05/2025 04:15 PM","22/05/2025 04:13 PM","User","Tata CLiQ: Premium Apple ecosystem package","Tata CLiQ Electronics","2025-2026_00079","Apple Watch Series 9","2","Unit","41999","83,998.00","WhatsApp","Y","Apple package approved","Y","Tata DO 9876","23/05/2025 10:30 AM","2025-2026_00079_02_PSW002","2025-05-22T10:45:00.000Z","100106","PSW002","Smartwatches","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-22T10:45:00.000Z","2025-05-23T05:00:00.000Z","2025-05-23T05:00:00.000Z","","","","","","",""
"22/05/2025 04:15 PM","22/05/2025 04:13 PM","User","Tata CLiQ: Premium Apple ecosystem package","Tata CLiQ Electronics","2025-2026_00079","Apple Magic Mouse","4","Unit","7999","31,996.00","WhatsApp","Y","Apple package approved","Y","Tata DO 9876","23/05/2025 10:30 AM","2025-2026_00079_03_PMC002","2025-05-22T10:45:00.000Z","100106","PMC002","Mice","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-22T10:45:00.000Z","2025-05-23T05:00:00.000Z","2025-05-23T05:00:00.000Z","","","","","","",""
"23/05/2025 08:45 AM","23/05/2025 08:43 AM","Manager","Snapdeal: Fitness and wellness combo package","Snapdeal Retail Hub","2025-2026_00080","Garmin Forerunner 965","3","Unit","52999","158,997.00","Phone ","Y","Fitness combo cleared","Y","Snapdeal DO 4321","23/05/2025 12:15 PM","2025-2026_00080_01_PSW003","2025-05-23T03:15:00.000Z","100107","PSW003","Smartwatches","Phone","approved_waiting_dispatch","dispatched","2025-05-23T03:15:00.000Z","2025-05-23T06:45:00.000Z","2025-05-23T06:45:00.000Z","","","","","","",""
"23/05/2025 08:45 AM","23/05/2025 08:43 AM","Manager","Snapdeal: Fitness and wellness combo package","Snapdeal Retail Hub","2025-2026_00080","Fitbit Charge 6","8","Unit","14999","119,992.00","Phone ","Y","Fitness combo cleared","Y","Snapdeal DO 4321","23/05/2025 12:15 PM","2025-2026_00080_02_PFT001","2025-05-23T03:15:00.000Z","100107","PFT001","Fitness Trackers","Phone","approved_waiting_dispatch","dispatched","2025-05-23T03:15:00.000Z","2025-05-23T06:45:00.000Z","2025-05-23T06:45:00.000Z","","","","","","",""
"23/05/2025 11:30 AM","23/05/2025 11:28 AM","User","Poorvika Chennai: Storage and power accessories bulk order","Poorvika Mobiles Chennai","2025-2026_00081","Samsung T7 SSD 1TB","10","Unit","9499","94,990.00","Email","Y","Storage order approved","N","Payment pending verification","-","2025-2026_00081_01_PES001","2025-05-23T06:00:00.000Z","100108","PES001","External Storage","Email","approved_waiting_dispatch","pending_dispatch","2025-05-23T06:00:00.000Z","","2025-05-23T06:00:00.000Z","","","","","","",""
"23/05/2025 11:30 AM","23/05/2025 11:28 AM","User","Poorvika Chennai: Storage and power accessories bulk order","Poorvika Mobiles Chennai","2025-2026_00081","SanDisk Extreme 2TB","5","Unit","18,999.00","94,995.00","Email","Y","Storage order approved","N","Payment pending verification","-","2025-2026_00081_02_PES002","2025-05-23T06:00:00.000Z","100108","PES002","External Storage","Email","approved_waiting_dispatch","pending_dispatch","2025-05-23T06:00:00.000Z","","2025-05-23T06:00:00.000Z","","","","","","",""
"23/05/2025 11:30 AM","23/05/2025 11:28 AM","User","Poorvika Chennai: Storage and power accessories bulk order","Poorvika Mobiles Chennai","2025-2026_00081","Anker PowerCore 10000","20","Unit","2499","49,980.00","Email","Y","Storage order approved","N","Payment pending verification","-","2025-2026_00081_03_PPB001","2025-05-23T06:00:00.000Z","100108","PPB001","Power Banks","Email","approved_waiting_dispatch","pending_dispatch","2025-05-23T06:00:00.000Z","","2025-05-23T06:00:00.000Z","","","","","","",""
"23/05/2025 11:30 AM","23/05/2025 11:28 AM","User","Poorvika Chennai: Storage and power accessories bulk order","Poorvika Mobiles Chennai","2025-2026_00081","Seagate Backup Plus 5TB","3","Unit","14499","43497","Email","Y","Storage order approved","N","Payment pending verification","-","2025-2026_00081_04_PES003","2025-05-23T06:00:00.000Z","100108","PES003","External Storage","Email","approved_waiting_dispatch","pending_dispatch","2025-05-23T06:00:00.000Z","","2025-05-23T06:00:00.000Z","","","","","","",""
"23/05/2025 03:20 PM","23/05/2025 03:18 PM","Manager","Sangeetha Bengaluru: Smart home setup package","Sangeetha Mobiles Bengaluru","2025-2026_00082","Amazon Echo Dot 5th Gen","10","Unit","5499","54,990.00","WhatsApp","Y","Smart home confirmed","Y","First Flight DO 7890","24/05/2025 09:45 AM","2025-2026_00082_01_PSS001","2025-05-23T09:50:00.000Z","100109","PSS001","Smart Speakers","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-23T09:50:00.000Z","2025-05-24T04:15:00.000Z","2025-05-24T04:15:00.000Z","","","","","","",""
"23/05/2025 03:20 PM","23/05/2025 03:18 PM","Manager","Sangeetha Bengaluru: Smart home setup package","Sangeetha Mobiles Bengaluru","2025-2026_00082","Google Nest Mini","8","Unit","4499","35,992.00","WhatsApp","Y","Smart home confirmed","Y","First Flight DO 7890","24/05/2025 09:45 AM","2025-2026_00082_02_PSS002","2025-05-23T09:50:00.000Z","100109","PSS002","Smart Speakers","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-23T09:50:00.000Z","2025-05-24T04:15:00.000Z","2025-05-24T04:15:00.000Z","","","","","","",""
"23/05/2025 03:20 PM","23/05/2025 03:18 PM","Manager","Sangeetha Bengaluru: Smart home setup package","Sangeetha Mobiles Bengaluru","2025-2026_00082","TP-Link Archer AX73","5","Unit","9999","49995","WhatsApp","Y","Smart home confirmed","Y","First Flight DO 7890","24/05/2025 09:45 AM","2025-2026_00082_03_PRT001","2025-05-23T09:50:00.000Z","100109","PRT001","Routers","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-23T09:50:00.000Z","2025-05-24T04:15:00.000Z","2025-05-24T04:15:00.000Z","","","","","","",""
"23/05/2025 03:20 PM","23/05/2025 03:18 PM","Manager","Sangeetha Bengaluru: Smart home setup package","Sangeetha Mobiles Bengaluru","2025-2026_00082","Eero Pro 6E","2","Unit","24999","49,998.00","WhatsApp","Y","Smart home confirmed","Y","First Flight DO 7890","24/05/2025 09:45 AM","2025-2026_00082_04_PRT002","2025-05-23T09:50:00.000Z","100109","PRT002","Routers","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-23T09:50:00.000Z","2025-05-24T04:15:00.000Z","2025-05-24T04:15:00.000Z","","","","","","",""
"24/05/2025 09:15 AM","24/05/2025 09:13 AM","User","JioMart: Professional workstation complete setup","Reliance JioMart Resellers","2025-2026_00083","HP Spectre x360","3","Unit","124999","374,997.00","Phone ","Y","Workstation setup ok","Y","Reliance DO 2468","24/05/2025 02:30 PM","2025-2026_00083_01_PLT003","2025-05-24T03:45:00.000Z","100110","PLT003","Laptops","Phone","approved_waiting_dispatch","dispatched","2025-05-24T03:45:00.000Z","2025-05-24T09:00:00.000Z","2025-05-24T09:00:00.000Z","","","","","","",""
"24/05/2025 09:15 AM","24/05/2025 09:13 AM","User","JioMart: Professional workstation complete setup","Reliance JioMart Resellers","2025-2026_00083","LG UltraGear 27GN950","3","Unit","74999","224,997.00","Phone ","Y","Workstation setup ok","Y","Reliance DO 2468","24/05/2025 02:30 PM","2025-2026_00083_02_PMN002","2025-05-24T03:45:00.000Z","100110","PMN002","Monitors","Phone","approved_waiting_dispatch","dispatched","2025-05-24T03:45:00.000Z","2025-05-24T09:00:00.000Z","2025-05-24T09:00:00.000Z","","","","","","",""
"24/05/2025 09:15 AM","24/05/2025 09:13 AM","User","JioMart: Professional workstation complete setup","Reliance JioMart Resellers","2025-2026_00083","Keychron K8 Pro","3","Unit","8999","26997","Phone ","Y","Workstation setup ok","Y","Reliance DO 2468","24/05/2025 02:30 PM","2025-2026_00083_03_PKB001","2025-05-24T03:45:00.000Z","100110","PKB001","Keyboards","Phone","approved_waiting_dispatch","dispatched","2025-05-24T03:45:00.000Z","2025-05-24T09:00:00.000Z","2025-05-24T09:00:00.000Z","","","","","","",""
"24/05/2025 09:15 AM","24/05/2025 09:13 AM","User","JioMart: Professional workstation complete setup","Reliance JioMart Resellers","2025-2026_00083","Logitech MX Master 3S","3","Unit","9999","29997","Phone ","Y","Workstation setup ok","Y","Reliance DO 2468","24/05/2025 02:30 PM","2025-2026_00083_04_PMC001","2025-05-24T03:45:00.000Z","100110","PMC001","Mice","Phone","approved_waiting_dispatch","dispatched","2025-05-24T03:45:00.000Z","2025-05-24T09:00:00.000Z","2025-05-24T09:00:00.000Z","","","","","","",""
"24/05/2025 12:45 PM","24/05/2025 12:43 PM","Manager","Mobile Store Kolkata: Premium smartphone showcase order","The Mobile Store Kolkata","2025-2026_00084","Apple iPhone 17 Air","5","Unit","109500","547500","Phone ","Y","Premium phone showcase","Y","Speed Post DO 1357","25/05/2025 08:20 AM","2025-2026_00084_01_PSM001","2025-05-24T07:15:00.000Z","100111","PSM001","Smartphones","Phone","approved_waiting_dispatch","dispatched","2025-05-24T07:15:00.000Z","2025-05-25T02:50:00.000Z","2025-05-25T02:50:00.000Z","","","","","","",""
"24/05/2025 12:45 PM","24/05/2025 12:43 PM","Manager","Mobile Store Kolkata: Premium smartphone showcase order","The Mobile Store Kolkata","2025-2026_00084","Samsung Galaxy S25 Edge","3","Unit","119999","359997","Phone ","Y","Premium phone showcase","Y","Speed Post DO 1357","25/05/2025 08:20 AM","2025-2026_00084_02_PSM002","2025-05-24T07:15:00.000Z","100111","PSM002","Smartphones","Phone","approved_waiting_dispatch","dispatched","2025-05-24T07:15:00.000Z","2025-05-25T02:50:00.000Z","2025-05-25T02:50:00.000Z","","","","","","",""
"24/05/2025 12:45 PM","24/05/2025 12:43 PM","Manager","Mobile Store Kolkata: Premium smartphone showcase order","The Mobile Store Kolkata","2025-2026_00084","Google Pixel 8 Pro","4","Unit","106999","427996","Phone ","Y","Premium phone showcase","Y","Speed Post DO 1357","25/05/2025 08:20 AM","2025-2026_00084_03_PSM003","2025-05-24T07:15:00.000Z","100111","PSM003","Smartphones","Phone","approved_waiting_dispatch","dispatched","2025-05-24T07:15:00.000Z","2025-05-25T02:50:00.000Z","2025-05-25T02:50:00.000Z","","","","","","",""
"24/05/2025 04:30 PM","24/05/2025 04:28 PM","User","TechNexus Surat: Office electronics bulk package","TechNexus Gadgets Surat","2025-2026_00085","Dell XPS 13 Plus","2","Unit","139999","279,998.00","Email","Y","Office electronics approved","N","Quality check in progress","-","2025-2026_00085_01_PLT001","2025-05-24T11:00:00.000Z","100112","PLT001","Laptops","Email","approved_waiting_dispatch","pending_dispatch","2025-05-24T11:00:00.000Z","","2025-05-24T11:00:00.000Z","","","","","","",""
"24/05/2025 04:30 PM","24/05/2025 04:28 PM","User","TechNexus Surat: Office electronics bulk package","TechNexus Gadgets Surat","2025-2026_00085","BenQ EX3501R Monitor","2","Unit","52999","105,998.00","Email","Y","Office electronics approved","N","Quality check in progress","-","2025-2026_00085_02_PMN001","2025-05-24T11:00:00.000Z","100112","PMN001","Monitors","Email","approved_waiting_dispatch","pending_dispatch","2025-05-24T11:00:00.000Z","","2025-05-24T11:00:00.000Z","","","","","","",""
"24/05/2025 04:30 PM","24/05/2025 04:28 PM","User","TechNexus Surat: Office electronics bulk package","TechNexus Gadgets Surat","2025-2026_00085","Razer BlackWidow V4","2","Unit","14999","29,998.00","Email","Y","Office electronics approved","N","Quality check in progress","-","2025-2026_00085_03_PKB002","2025-05-24T11:00:00.000Z","100112","PKB002","Keyboards","Email","approved_waiting_dispatch","pending_dispatch","2025-05-24T11:00:00.000Z","","2025-05-24T11:00:00.000Z","","","","","","",""
"24/05/2025 04:30 PM","24/05/2025 04:28 PM","User","TechNexus Surat: Office electronics bulk package","TechNexus Gadgets Surat","2025-2026_00085","Apple Magic Mouse","2","Unit","7999","15,998.00","Email","Y","Office electronics approved","N","Quality check in progress","-","2025-2026_00085_04_PMC002","2025-05-24T11:00:00.000Z","100112","PMC002","Mice","Email","approved_waiting_dispatch","pending_dispatch","2025-05-24T11:00:00.000Z","","2025-05-24T11:00:00.000Z","","","","","","",""
"25/05/2025 10:20 AM","25/05/2025 10:18 AM","Manager","SmartHub Delhi: Complete smart office solution","SmartHub Electronics Delhi","2025-2026_00086","MacBook Air M3","8","Unit","114999","919,992.00","WhatsApp","Y","Smart office deal ok","Y","Blue Dart DO 9753","25/05/2025 03:45 PM","2025-2026_00086_01_PLT002","2025-05-25T04:50:00.000Z","100113","PLT002","Laptops","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-25T04:50:00.000Z","2025-05-25T10:15:00.000Z","2025-05-25T10:15:00.000Z","","","","","","",""
"25/05/2025 10:20 AM","25/05/2025 10:18 AM","Manager","SmartHub Delhi: Complete smart office solution","SmartHub Electronics Delhi","2025-2026_00086","LG UltraGear 27GN950","4","Unit","74999","299,996.00","WhatsApp","Y","Smart office deal ok","Y","Blue Dart DO 9753","25/05/2025 03:45 PM","2025-2026_00086_02_PMN002","2025-05-25T04:50:00.000Z","100113","PMN002","Monitors","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-25T04:50:00.000Z","2025-05-25T10:15:00.000Z","2025-05-25T10:15:00.000Z","","","","","","",""
"25/05/2025 10:20 AM","25/05/2025 10:18 AM","Manager","SmartHub Delhi: Complete smart office solution","SmartHub Electronics Delhi","2025-2026_00086","Keychron K8 Pro","8","Unit","8999","71992","WhatsApp","Y","Smart office deal ok","Y","Blue Dart DO 9753","25/05/2025 03:45 PM","2025-2026_00086_03_PKB001","2025-05-25T04:50:00.000Z","100113","PKB001","Keyboards","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-25T04:50:00.000Z","2025-05-25T10:15:00.000Z","2025-05-25T10:15:00.000Z","","","","","","",""
"25/05/2025 10:20 AM","25/05/2025 10:18 AM","Manager","SmartHub Delhi: Complete smart office solution","SmartHub Electronics Delhi","2025-2026_00086","Logitech MX Master 3S","8","Unit","9999","79992","WhatsApp","Y","Smart office deal ok","Y","Blue Dart DO 9753","25/05/2025 03:45 PM","2025-2026_00086_04_PMC001","2025-05-25T04:50:00.000Z","100113","PMC001","Mice","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-25T04:50:00.000Z","2025-05-25T10:15:00.000Z","2025-05-25T10:15:00.000Z","","","","","","",""
"25/05/2025 10:20 AM","25/05/2025 10:18 AM","Manager","SmartHub Delhi: Complete smart office solution","SmartHub Electronics Delhi","2025-2026_00086","Samsung T7 SSD 1TB","8","Unit","9499","75992","WhatsApp","Y","Smart office deal ok","Y","Blue Dart DO 9753","25/05/2025 03:45 PM","2025-2026_00086_05_PES001","2025-05-25T04:50:00.000Z","100113","PES001","External Storage","WhatsApp","approved_waiting_dispatch","dispatched","2025-05-25T04:50:00.000Z","2025-05-25T10:15:00.000Z","2025-05-25T10:15:00.000Z","","","","","","",""
"25/05/2025 01:15 PM","25/05/2025 01:13 PM","User","UrbanTek Hyderabad: Gaming peripherals combo order","UrbanTek Solutions Hyderabad","2025-2026_00087","Asus ROG Zephyrus G14","1","Unit","154999","154999","Phone ","Y","Gaming peripherals cleared","Y","DTDC DO 8642","26/05/2025 11:30 AM","2025-2026_00087_01_PLT004","2025-05-25T07:45:00.000Z","100114","PLT004","Laptops","Phone","approved_waiting_dispatch","dispatched","2025-05-25T07:45:00.000Z","2025-05-26T06:00:00.000Z","2025-05-26T06:00:00.000Z","","","","","","",""
"25/05/2025 01:15 PM","25/05/2025 01:13 PM","User","UrbanTek Hyderabad: Gaming peripherals combo order","UrbanTek Solutions Hyderabad","2025-2026_00087","BenQ EX3501R Monitor","1","Unit","52999","52999","Phone ","Y","Gaming peripherals cleared","Y","DTDC DO 8642","26/05/2025 11:30 AM","2025-2026_00087_02_PMN001","2025-05-25T07:45:00.000Z","100114","PMN001","Monitors","Phone","approved_waiting_dispatch","dispatched","2025-05-25T07:45:00.000Z","2025-05-26T06:00:00.000Z","2025-05-26T06:00:00.000Z","","","","","","",""
"25/05/2025 01:15 PM","25/05/2025 01:13 PM","User","UrbanTek Hyderabad: Gaming peripherals combo order","UrbanTek Solutions Hyderabad","2025-2026_00087","Razer BlackWidow V4","1","Unit","14999","14999","Phone ","Y","Gaming peripherals cleared","Y","DTDC DO 8642","26/05/2025 11:30 AM","2025-2026_00087_03_PKB002","2025-05-25T07:45:00.000Z","100114","PKB002","Keyboards","Phone","approved_waiting_dispatch","dispatched","2025-05-25T07:45:00.000Z","2025-05-26T06:00:00.000Z","2025-05-26T06:00:00.000Z","","","","","","",""
"25/05/2025 01:15 PM","25/05/2025 01:13 PM","User","UrbanTek Hyderabad: Gaming peripherals combo order","UrbanTek Solutions Hyderabad","2025-2026_00087","Logitech MX Master 3S","1","Unit","9999","9999","Phone ","Y","Gaming peripherals cleared","Y","DTDC DO 8642","26/05/2025 11:30 AM","2025-2026_00087_04_PMC001","2025-05-25T07:45:00.000Z","100114","PMC001","Mice","Phone","approved_waiting_dispatch","dispatched","2025-05-25T07:45:00.000Z","2025-05-26T06:00:00.000Z","2025-05-26T06:00:00.000Z","","","","","","",""
